,text,normalized,preprocessed,sentiment,emotion,stripped
568,#FANLUV 3 PM LETS TALK!! IM HERE #KHALEDKHALED BRING ALL THE QUESTIONS! RIGHT HERE!,#FANLUV 3 PM LETS TALK!! IM HERE #KHALEDKHALED BRING ALL THE QUESTIONS! RIGHT HERE!,fanluv 3 PM LETS TALK!! IM HERE khaledkhaled BRING ALL THE QUESTIONS! RIGHT HERE!,NEU,others,fanluv 3 PM LETS TALK!! IM HERE khaledkhaled BRING ALL THE QUESTIONS! RIGHT HERE!
569,"Let’s go golfing 🏌️‍♂️! #LETITGO VIDEO IN THE EDTING ROOM !!!!  🎥
@djkhaled @justinbieber @21savage 
KHALED KHALED… https://t.co/iu938BNK2n",Let's go golfing :person_golfing: ‍ :male_sign:! #LETITGO VIDEO IN THE EDTING ROOM!!! :movie_camera: @USER @USER @USER KHALED KHALED... HTTPURL,"Lets go golfing  emoji person golfing emoji ‍! letitgo VIDEO IN THE EDTING ROOM !!!   emoji movie camera emoji 
@user @user @user 
KHALED KHALED url",POS,others,"Lets go golfing  emoji person golfing emoji ‍! letitgo VIDEO IN THE EDTING ROOM !!!   emoji movie camera emoji 
@user @user @user 
KHALED KHALED "
570,"Let’s go golfing 🏌️‍♂️! #LETITGO VIDEO IN THE EDTING ROOM !!!!  🎥
@djkhaled @justinbieber @21savage 
KHALED KHALED… https://t.co/dPBTm0KzUi",Let's go golfing :person_golfing: ‍ :male_sign:! #LETITGO VIDEO IN THE EDTING ROOM!!! :movie_camera: @USER @USER @USER KHALED KHALED... HTTPURL,"Lets go golfing  emoji person golfing emoji ‍! letitgo VIDEO IN THE EDTING ROOM !!!   emoji movie camera emoji 
@user @user @user 
KHALED KHALED url",POS,others,"Lets go golfing  emoji person golfing emoji ‍! letitgo VIDEO IN THE EDTING ROOM !!!   emoji movie camera emoji 
@user @user @user 
KHALED KHALED "
571,RT @revolttv: The Lil Wayne and Jeremih-assisted cut is taken from DJ Khaled’s new album ‘KHALED KHALED.’ https://t.co/aoB5ljXN45,RT @USER : The Lil Wayne and Jeremih-assisted cut is taken from DJ Khaled's new album ‘ KHALED KHALED.'HTTPURL,RT @user: The Lil Wayne and Jeremih-assisted cut is taken from DJ Khaleds new album KHALED KHALED. url,NEU,others,RT @user: The Lil Wayne and Jeremih-assisted cut is taken from DJ Khaleds new album KHALED KHALED. 
572,"One of my favorite songs on the album @MeekMill @HERMusicx 
I can have it all so can you! Listen to it now so we ca… https://t.co/upbM5m05Fk",One of my favorite songs on the album @USER @USER I can have it all so can you! Listen to it now so we ca... HTTPURL,"One of my favorite songs on the album @user @user 
I can have it all so can you! Listen to it now so we ca url",POS,joy,"One of my favorite songs on the album @user @user 
I can have it all so can you! Listen to it now so we ca "
573,BREAKING NEWS!! 🚨🚨I JUST FOUND OUT PUFF DADDY IS DIRECTING THE THIS MY YEAR VIDEO 🎥🎥 more videos on the way!… https://t.co/qztYCpQJR6,BREAKING NEWS!! :police_car_light: :police_car_light: I JUST FOUND OUT PUFF DADDY IS DIRECTING THE THIS MY YEAR VIDEO :movie_camera: :movie_camera: more videos on the way!... HTTPURL,BREAKING NEWS!!  emoji police car light emoji  emoji police car light emoji I JUST FOUND OUT PUFF DADDY IS DIRECTING THE THIS MY YEAR VIDEO  emoji movie camera emoji  emoji movie camera emoji  more videos on the way! url,POS,surprise,BREAKING NEWS!!  emoji police car light emoji  emoji police car light emoji I JUST FOUND OUT PUFF DADDY IS DIRECTING THE THIS MY YEAR VIDEO  emoji movie camera emoji  emoji movie camera emoji  more videos on the way! 
574,"ALL VIDEOS IN THE CAN! 🎥
FAN LUV LETS GO !!!!!! 
KHALED KHALED #1 album on @applemusic @spotify 
Oh shooting more v… https://t.co/20d2FDCjFy",ALL VIDEOS IN THE CAN! :movie_camera: FAN LUV LETS GO!!! KHALED KHALED # 1 album on @USER @USER Oh shooting more v... HTTPURL,"ALL VIDEOS IN THE CAN!  emoji movie camera emoji 
FAN LUV LETS GO !!! 
KHALED KHALED #1 album on @user @user 
Oh shooting more v url",POS,joy,"ALL VIDEOS IN THE CAN!  emoji movie camera emoji 
FAN LUV LETS GO !!! 
KHALED KHALED #1 album on @user @user 
Oh shooting more v "
575,#FANLUV MEET ME HERE AT 3PM ET! I’m gonna break down each track of #KHALEDKHALED bring questions! Let’s go! https://t.co/aB1g0nGaSl,#FANLUV MEET ME HERE AT 3PM ET! I'm gonna break down each track of #KHALEDKHALED bring questions! Let's go! HTTPURL,fanluv MEET ME HERE AT 3PM ET! Im gonna break down each track of khaledkhaled bring questions! Lets go! url,NEU,joy,fanluv MEET ME HERE AT 3PM ET! Im gonna break down each track of khaledkhaled bring questions! Lets go! 
576,RT @7kayswizz: Everybody is getting bands we just dancing to different drums...sorry,RT @USER : Everybody is getting bands we just dancing to different drums... sorry,RT @user: Everybody is getting bands we just dancing to different drums...sorry,NEG,others,RT @user: Everybody is getting bands we just dancing to different drums...sorry
577,"RT @pandoramusic: “I DID IT” from @djkhaled feat. @PostMalone, @theestallion, @lilbaby4PF, &amp; @DaBabyDaBaby goes straight to #️⃣ 1️⃣ on this…","RT @USER : “ I DID IT ” from @USER feat. @USER, @USER, @USER, & @USER goes straight to #⃣ 1⃣ on this...","RT @user: ""I DID IT"" from @user feat. @user, @user, @user, &amp; @user goes straight to  emoji keycap # emoji   emoji keycap 1 emoji  on this",NEU,others,"RT @user: ""I DID IT"" from @user feat. @user, @user, @user, &amp; @user goes straight to  emoji keycap # emoji   emoji keycap 1 emoji  on this"
578,"#SORRYNOTSORRY off the #1 album on @applemusic and @spotify 
Go stream KHALED KHALED ALBUM NOW 🤲🏽🌞🆙 https://t.co/hNfxoRC5MR",#SORRYNOTSORRY off the # 1 album on @USER and @USER Go stream KHALED KHALED ALBUM NOW :palms_up_together: :medium_skin_tone: :sun_with_face: :UP!_button: HTTPURL,"sorrynotsorry off the #1 album on @user and @user 
Go stream KHALED KHALED ALBUM NOW  emoji palms up together medium skin tone emoji  emoji sun with face emoji  emoji UP! button emoji  url",NEU,others,"sorrynotsorry off the #1 album on @user and @user 
Go stream KHALED KHALED ALBUM NOW  emoji palms up together medium skin tone emoji  emoji sun with face emoji  emoji UP! button emoji  "
579,"#SORRYNOTSORRY off the #1 album on @applemusic and @spotify 
Go stream KHALED KHALED ALBUM NOW 🤲🏽🌞🆙 https://t.co/E75FeXPR9o",#SORRYNOTSORRY off the # 1 album on @USER and @USER Go stream KHALED KHALED ALBUM NOW :palms_up_together: :medium_skin_tone: :sun_with_face: :UP!_button: HTTPURL,"sorrynotsorry off the #1 album on @user and @user 
Go stream KHALED KHALED ALBUM NOW  emoji palms up together medium skin tone emoji  emoji sun with face emoji  emoji UP! button emoji  url",NEU,others,"sorrynotsorry off the #1 album on @user and @user 
Go stream KHALED KHALED ALBUM NOW  emoji palms up together medium skin tone emoji  emoji sun with face emoji  emoji UP! button emoji  "
580,"#SORRYNOTSORRY off the #1 album on @applemusic and @spotify 
Go stream KHALED KHALED ALBUM NOW 🤲🏽🌞🆙 https://t.co/7nF6RrAjuN",#SORRYNOTSORRY off the # 1 album on @USER and @USER Go stream KHALED KHALED ALBUM NOW :palms_up_together: :medium_skin_tone: :sun_with_face: :UP!_button: HTTPURL,"sorrynotsorry off the #1 album on @user and @user 
Go stream KHALED KHALED ALBUM NOW  emoji palms up together medium skin tone emoji  emoji sun with face emoji  emoji UP! button emoji  url",NEU,others,"sorrynotsorry off the #1 album on @user and @user 
Go stream KHALED KHALED ALBUM NOW  emoji palms up together medium skin tone emoji  emoji sun with face emoji  emoji UP! button emoji  "
581,#EVERYCHANCEIGET @djkhaled @lilbaby4PF @lildurk #1 on @AppleMusic @wethebestmusic KHALED KHALED #1 on @AppleMusic a… https://t.co/t9TYraFE4f,#EVERYCHANCEIGET @USER @USER @USER # 1 on @USER @USER KHALED KHALED # 1 on @USER a... HTTPURL,everychanceiget @user @user @user #1 on @user @user KHALED KHALED #1 on @user a url,NEU,others,everychanceiget @user @user @user #1 on @user @user KHALED KHALED #1 on @user a 
582,"RT @ifm1005ib: Np “Big paper"" the music of @djkhaled ft. @iamcardib on #LunchTime W/ @itzmcnel x @realomajuwa

#LunchTime
#No1FamilyRadio h…","RT @USER : Np “ Big paper "" the music of @USER ft. @USER on #LunchTime W / @USER x @USER #LunchTime #No1FamilyRadio h...","RT @user: Np ""Big paper"" the music of @user ft. @user on lunch time W/ @user x @user

lunch time
no1 family radio h",NEU,others,"RT @user: Np ""Big paper"" the music of @user ft. @user on lunch time W/ @user x @user

lunch time
no1 family radio h"
583,RT @TylerRaines23: @lilbaby4PF  Thats how fye yo shit is💯🔥🔥💪🏾@djkhaled https://t.co/9fLwrhRvwV,RT @USER : @USER Thats how fye yo shit is :hundred_points: :fire: :fire: :flexed_biceps: -@USER HTTPURL,RT @user: @user  Thats how fye yo shit is emoji hundred points emoji  emoji fire emoji  emoji fire emoji  emoji flexed biceps medium-dark skin tone emoji @user url,NEG,others,RT @user: @user  Thats how fye yo shit is emoji hundred points emoji  emoji fire emoji  emoji fire emoji  emoji flexed biceps medium-dark skin tone emoji @user 
584,RT @nailsbymadison: @djkhaled is a musical genius! 🔥🐐,RT @USER : @USER is a musical genius! :fire: :goat:,RT @user: @user is a musical genius!  emoji fire emoji  emoji goat emoji,POS,joy,RT @user: @user is a musical genius!  emoji fire emoji  emoji goat emoji
585,"RT @chartdata: US Certifications (@RIAA): @djkhaled Feat. @rihanna &amp; @brysontiller, Wild Thoughts 6x Platinum (6,000,000).","RT @USER : US Certifications ( @USER ): @USER Feat. @USER & @USER, Wild Thoughts 6x Platinum ( 6,000, 000 ).","RT @user: US Certifications (@user): @user Feat. @user &amp; @user, Wild Thoughts 6x Platinum (6,000,000).",NEU,others,"RT @user: US Certifications (@user): @user Feat. @user &amp; @user, Wild Thoughts 6x Platinum (6,000,000)."
586,"RT @CITY1051: WE OWN YOUR MORNINGS!!! 

😜▶️: I DID IT ~ @djkhaled FT @PostMalone X @theestallion X @DaBabyDaBaby X @lilbaby4PF
 | #TopUpTUE…",RT @USER : WE OWN YOUR MORNINGS!!! :winking_face_with_tongue: :play_button: : I DID IT ~ @USER FT @USER X @USER X @USER X @USER | #TopUpTUE...,"RT @user: WE OWN YOUR MORNINGS!!! 

 emoji winking face with tongue emoji  emoji play button emoji : I DID IT  @user FT @user X @user X @user X @user
 | top up tue",POS,others,"RT @user: WE OWN YOUR MORNINGS!!! 

 emoji winking face with tongue emoji  emoji play button emoji : I DID IT  @user FT @user X @user X @user X @user
 | top up tue"
587,"RT @Niko_Harris17: @djkhaled is not a liar, because when that guys says it’s “Another One” it really and truly is another banger. https://t…","RT @USER : @USER is not a liar, because when that guys says it's “ Another One ” it really and truly is another banger. HTTPURL...","RT @user: @user is not a liar, because when that guys says its ""Another One"" it really and truly is another banger. https://t",NEU,others,"RT @user: @user is not a liar, because when that guys says its ""Another One"" it really and truly is another banger. https://t"
588,"RT @XXL: 🏆 DJ KHALED 🏆

Watch @lilbaby4PF interview Khaled and read our exclusive @djkhaled digital cover story now ⬇️
https://t.co/bCSAcKB…",RT @USER : :trophy: DJ KHALED :trophy: Watch @USER interview Khaled and read our exclusive @USER digital cover story now :down_arrow: HTTPURL...,"RT @user:  emoji trophy emoji  DJ KHALED  emoji trophy emoji 

Watch @user interview Khaled and read our exclusive @user digital cover story now  emoji down arrow emoji 
url",NEU,others,"RT @user:  emoji trophy emoji  DJ KHALED  emoji trophy emoji 

Watch @user interview Khaled and read our exclusive @user digital cover story now  emoji down arrow emoji 
"
589,"RT @chateau_dereves: JAMAICA JAMAICA 🇯🇲🇯🇲 ahhhhhh bless up, @djkhaled.!!! 😭🙌🏾","RT @USER : JAMAICA JAMAICA ahhhhhh bless up, @USER.!!! :loudly_crying_face: :raising_hands: -@@","RT @user: JAMAICA JAMAICA  emoji Jamaica emoji  emoji Jamaica emoji  ahhh bless up, @user.!!!  emoji loudly crying face emoji  emoji raising hands medium-dark skin tone emoji",NEU,joy,"RT @user: JAMAICA JAMAICA  emoji Jamaica emoji  emoji Jamaica emoji  ahhh bless up, @user.!!!  emoji loudly crying face emoji  emoji raising hands medium-dark skin tone emoji"
590,RT @heyitzsa12: Be now. Be ancient🔑 Love the new music video @djkhaled,RT @USER : Be now. Be ancient :key: Love the new music video @USER,RT @user: Be now. Be ancient emoji key emoji  Love the new music video @user,POS,joy,RT @user: Be now. Be ancient emoji key emoji  Love the new music video @user
591,"RT @ItsChutney: That new @djkhaled #SorryNotSorry Slaps hard af...omg
2 legends dropping knowledge.  #JayZ #Nas Salute",RT @USER : That new @USER #SorryNotSorry Slaps hard af... omg 2 legends dropping knowledge. #JayZ #Nas Salute,"RT @user: That new @user sorry not sorry Slaps hard af...omg
2 legends dropping knowledge.  jay z nas Salute",POS,joy,"RT @user: That new @user sorry not sorry Slaps hard af...omg
2 legends dropping knowledge.  jay z nas Salute"
592,"RT @TDOT_BAP: I remember the Pembroke Pines Best Buy ⁦@djkhaled⁩ album releases, love seeing We The Best come full circle. I love Khaled br…","RT @USER : I remember the Pembroke Pines Best Buy ⁦ @USER ⁩ album releases, love seeing We The Best come full circle. I love Khaled br...","RT @user: I remember the Pembroke Pines Best Buy ⁦@user⁩ album releases, love seeing We The Best come full circle. I love Khaled br",POS,joy,"RT @user: I remember the Pembroke Pines Best Buy ⁦@user⁩ album releases, love seeing We The Best come full circle. I love Khaled br"
593,RT @LilTunechi: @djkhaled x @jeremih x Me “THANKFUL” video 🎥 TODAY!!! 🤙🏾 https://t.co/qos1uK4cwS,RT @USER : @USER x @USER x Me “ THANKFUL ” video :movie_camera: TODAY!!! :call_me_hand: -HTTPURL,"RT @user: @user x @user x Me ""THANKFUL"" video  emoji movie camera emoji  TODAY!!!  emoji call me hand medium-dark skin tone emoji  url",POS,joy,"RT @user: @user x @user x Me ""THANKFUL"" video  emoji movie camera emoji  TODAY!!!  emoji call me hand medium-dark skin tone emoji  "
594,"Be now. Be Ancient🔑

THANKFUL 🎥 VIDEO OUT NOW 🤲🏽
This my intro of my album. This one is personal so the video neede… https://t.co/mHNepDdx8A",Be now. Be Ancient :key: THANKFUL :movie_camera: VIDEO OUT NOW :palms_up_together: :medium_skin_tone: This my intro of my album. This one is personal so the video neede... HTTPURL,"Be now. Be Ancient emoji key emoji 

THANKFUL  emoji movie camera emoji  VIDEO OUT NOW  emoji palms up together medium skin tone emoji 
This my intro of my album. This one is personal so the video neede url",POS,others,"Be now. Be Ancient emoji key emoji 

THANKFUL  emoji movie camera emoji  VIDEO OUT NOW  emoji palms up together medium skin tone emoji 
This my intro of my album. This one is personal so the video neede "
595,#THANKFUL 🤲🏽,#THANKFUL :palms_up_together: :medium_skin_tone:,thankful  emoji palms up together medium skin tone emoji,POS,joy,thankful  emoji palms up together medium skin tone emoji
596,"I'ma blow this bag for everybody who counted me out
And I still got love for all my dawgs who holding me down
Head… https://t.co/PSBfTfneXd",I'ma blow this bag for everybody who counted me out And I still got love for all my dawgs who holding me down Head... HTTPURL,"I'ma blow this bag for everybody who counted me out
And I still got love for all my dawgs who holding me down
Head url",POS,others,"I'ma blow this bag for everybody who counted me out
And I still got love for all my dawgs who holding me down
Head "
598,"RT @talkofthecharts: Songs with the most digital sales in the US this week so far:

#1. Sorry Not Sorry, @djkhaled 
#2. Astronaut In The Oc…","RT @USER : Songs with the most digital sales in the US this week so far : # 1. Sorry Not Sorry, @USER # 2. Astronaut In The Oc...","RT @user: Songs with the most digital sales in the US this week so far:

#1. Sorry Not Sorry, @user 
#2. Astronaut In The Oc",NEU,others,"RT @user: Songs with the most digital sales in the US this week so far:

#1. Sorry Not Sorry, @user 
#2. Astronaut In The Oc"
599,"RT @khitstulsa: #New @djkhaled w/ @justinbieber &amp; @21savage - ""Let It Go"" at 9pm tonight #Monday for my #DailyDownload.  #Listen in and let…","RT @USER : #New @USER w / @USER & @USER - "" Let It Go "" at 9pm tonight #Monday for my #DailyDownload. #Listen in and let...","RT @user: new @user w/ @user &amp; @user - ""Let It Go"" at 9pm tonight monday for my daily download.  listen in and let",NEU,others,"RT @user: new @user w/ @user &amp; @user - ""Let It Go"" at 9pm tonight monday for my daily download.  listen in and let"
600,RT @LoveAlwaysAvi: This new @djkhaled album is a vibe #KHALEDKHALED https://t.co/eaV4On2vZF,RT @USER : This new @USER album is a vibe #KHALEDKHALED HTTPURL,RT @user: This new @user album is a vibe khaledkhaled url,POS,joy,RT @user: This new @user album is a vibe khaledkhaled 
601,"RT @RocNation: 🌞𝑻𝑯𝑨𝑵𝑲𝑭𝑼𝑳📽️
https://t.co/B2fpcscNHm https://t.co/FcivHI9ZnE",RT @USER : :sun_with_face: :film_projector: HTTPURL HTTPURL,"RT @user:  emoji sun with face emoji 𝑻𝑯𝑨𝑵𝑲𝑭𝑼𝑳 emoji film projector emoji 
url url",NEU,others,"RT @user:  emoji sun with face emoji 𝑻𝑯𝑨𝑵𝑲𝑭𝑼𝑳 emoji film projector emoji 
 "
602,THANKFUL VIDEO OUT NOW https://t.co/sX7mKlgKG1,THANKFUL VIDEO OUT NOW HTTPURL,THANKFUL VIDEO OUT NOW url,POS,joy,THANKFUL VIDEO OUT NOW 
603,"Be now. Be Ancient🔑

THANKFUL 🎥 VIDEO OUT NOW 🤲🏽
This my intro of my album. This one is personal so the video neede… https://t.co/78R40tQheQ",Be now. Be Ancient :key: THANKFUL :movie_camera: VIDEO OUT NOW :palms_up_together: :medium_skin_tone: This my intro of my album. This one is personal so the video neede... HTTPURL,"Be now. Be Ancient emoji key emoji 

THANKFUL  emoji movie camera emoji  VIDEO OUT NOW  emoji palms up together medium skin tone emoji 
This my intro of my album. This one is personal so the video neede url",POS,others,"Be now. Be Ancient emoji key emoji 

THANKFUL  emoji movie camera emoji  VIDEO OUT NOW  emoji palms up together medium skin tone emoji 
This my intro of my album. This one is personal so the video neede "
604,"Be now. Be Ancient🔑
THANKFUL 🎥 VIDEO OUT NOW 🤲🏽
This my intro of my album. This one is personal so the video needed… https://t.co/nPAniKomLV",Be now. Be Ancient :key: THANKFUL :movie_camera: VIDEO OUT NOW :palms_up_together: :medium_skin_tone: This my intro of my album. This one is personal so the video needed... HTTPURL,"Be now. Be Ancient emoji key emoji 
THANKFUL  emoji movie camera emoji  VIDEO OUT NOW  emoji palms up together medium skin tone emoji 
This my intro of my album. This one is personal so the video needed url",POS,others,"Be now. Be Ancient emoji key emoji 
THANKFUL  emoji movie camera emoji  VIDEO OUT NOW  emoji palms up together medium skin tone emoji 
This my intro of my album. This one is personal so the video needed "
605,I was so inspired that I couldn’t take it no more - I HAD TO ASK JAY-Z AND NAS the  2 🐐🐐 to do it! They both loved… https://t.co/vsBCuesZR6,I was so inspired that I couldn't take it no more - I HAD TO ASK JAY-Z AND NAS the 2 :goat: :goat: to do it! They both loved... HTTPURL,I was so inspired that I couldnt take it no more - I HAD TO ASK JAY-Z AND NAS the  2  emoji goat emoji  emoji goat emoji  to do it! They both loved url,POS,joy,I was so inspired that I couldnt take it no more - I HAD TO ASK JAY-Z AND NAS the  2  emoji goat emoji  emoji goat emoji  to do it! They both loved 
